execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_Phd_master_flat2_v1_ac2dcefb-50e4-4dc4-b2be-24adab468a96,Phd_master_flat2_v1,r_Disassociating(),0,0,0,20,20,none
exec_Phd_master_flat2_v1_ac2dcefb-50e4-4dc4-b2be-24adab468a96,Phd_master_flat2_v1,r_Main(),3,3,3,0,0,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_drawerOpened(),1,1,1,3,3,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_drawerClosed(),0,0,0,4,4,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_timeOutExpired_drawerOpened(),0,0,0,5,5,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_pillToBeTaken(),1,1,0,3,3,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_writeToFile(),0,0,0,0,0,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_takeInTimeout(),1,1,0,3,3,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_timeOutExpired_missedPill(),0,0,0,5,5,none
exec_Pillbox_1_ccd35bfd-ae6a-4e3d-b0a3-47e88925cf25,Pillbox_1,r_Main(),16,15,15,3,3,none
