execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_Pillbox_1_32d3a331-88d7-4a51-a5f5-5e08fe7f23b6,Pillbox_1,r_drawerOpened(),1,1,1,3,3,none
exec_Pillbox_1_32d3a331-88d7-4a51-a5f5-5e08fe7f23b6,Pillbox_1,r_drawerClosed(),0,0,0,4,4,none
exec_Pillbox_1_32d3a331-88d7-4a51-a5f5-5e08fe7f23b6,Pillbox_1,r_timeOutExpired_drawerOpened(),0,0,0,5,5,none
exec_Pillbox_1_32d3a331-88d7-4a51-a5f5-5e08fe7f23b6,Pillbox_1,r_pillToBeTaken(),1,1,0,3,3,none
exec_Pillbox_1_32d3a331-88d7-4a51-a5f5-5e08fe7f23b6,Pillbox_1,r_writeToFile(),0,0,0,0,0,none
exec_Pillbox_1_32d3a331-88d7-4a51-a5f5-5e08fe7f23b6,Pillbox_1,r_takeInTimeout(),1,1,0,3,3,none
exec_Pillbox_1_32d3a331-88d7-4a51-a5f5-5e08fe7f23b6,Pillbox_1,r_Main(),16,15,14,3,3,none
exec_RailroadGate_9a9a86e2-daf5-413c-b3a7-ef96d85bc23d,RailroadGate,r_Main(),2,1,0,4,1,none
exec_SiGistica_86d24d7b-6b37-4d98-8331-ce807f688cd9,SiGistica,r_rifornimento(),0,0,0,1,1,none
exec_SiGistica_86d24d7b-6b37-4d98-8331-ce807f688cd9,SiGistica,r_pagamento(),1,1,0,1,1,none
exec_SiGistica_86d24d7b-6b37-4d98-8331-ce807f688cd9,SiGistica,r_Main(),0,0,0,0,0,none
exec_SiGistica_86d24d7b-6b37-4d98-8331-ce807f688cd9,SiGistica,r_autista(),0,0,0,1,1,none
exec_SiGistica_86d24d7b-6b37-4d98-8331-ce807f688cd9,SiGistica,r_officina(UffLog),3,2,2,2,2,none
exec_SiGistica_86d24d7b-6b37-4d98-8331-ce807f688cd9,SiGistica,r_info(),1,1,0,1,1,none
exec_SiGistica_86d24d7b-6b37-4d98-8331-ce807f688cd9,SiGistica,r_choosePag(),0,0,0,0,0,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_2(),1,0,1,2,0,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_1(),1,1,1,1,1,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_4(),1,0,1,2,0,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_3(),1,0,1,1,0,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_6(),1,1,1,1,1,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_5(),1,1,1,1,1,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_Main(),0,0,0,0,0,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_7(),2,2,1,2,2,none
exec_SIS_44c8f1ff-f543-43e0-9a29-eaffd40a3042,SIS,r_wp(),2,1,2,3,2,none
exec_SmartHome_156e3fa3-f4a0-49d8-b6f6-38a64c969c9a,SmartHome,r_checkAirQualityMAPE_AQ(),1,1,1,2,2,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_156e3fa3-f4a0-49d8-b6f6-38a64c969c9a,SmartHome,r_Main(),2,2,0,1,1,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_156e3fa3-f4a0-49d8-b6f6-38a64c969c9a,SmartHome,r_manageTime(),1,1,0,3,1,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_156e3fa3-f4a0-49d8-b6f6-38a64c969c9a,SmartHome,r_checkWindowAndHeaterMAPE_MD(),1,0,1,1,0,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_156e3fa3-f4a0-49d8-b6f6-38a64c969c9a,SmartHome,r_checkRoomTempMAPE_CH(),2,1,2,3,2,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_156e3fa3-f4a0-49d8-b6f6-38a64c969c9a,SmartHome,r_checkHotWaterMorningMAPE_MWH(),1,1,0,1,1,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_156e3fa3-f4a0-49d8-b6f6-38a64c969c9a,SmartHome,r_checkElectrMAPE_ES(),3,0,1,2,0,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_TrafficLightv2_3b6d6c36-5a3c-4a91-b0d6-407449b196c6,TrafficLightv2,r_green(),2,1,2,5,3,none
exec_TrafficLightv2_3b6d6c36-5a3c-4a91-b0d6-407449b196c6,TrafficLightv2,r_Main(),0,0,0,0,0,none
exec_TrafficLightv2_3b6d6c36-5a3c-4a91-b0d6-407449b196c6,TrafficLightv2,r_pending(),1,1,1,3,3,none
exec_TrafficLightv2_3b6d6c36-5a3c-4a91-b0d6-407449b196c6,TrafficLightv2,r_red(),1,1,1,3,3,none
