execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_Contatore_U_DA_H_14,Contatore_U_DA_H,r_upUnita(),1,0,1,1,1,none
exec_Contatore_U_DA_H_14,Contatore_U_DA_H,r_Contatore(),1,1,1,0,0,none
exec_Dado_16,Dado,r_Main(),4,2,2,9,6,none
exec_Ferryman_18,Ferryman,r_MoveCarry(),2,2,0,2,1,none
exec_Ferryman_18,Ferryman,r_MoveFerryman(),1,1,0,2,1,none
exec_Ferryman_18,Ferryman,r_ferrymanProblem(),1,0,1,1,0,none
exec_Forno_20,Forno,r_Main(),4,4,4,7,7,none
exec_Phd_master_flat2_v1_24,Phd_master_flat2_v1,r_Unassociated(),0,0,0,14,14,none
exec_Phd_master_flat2_v1_24,Phd_master_flat2_v1,r_Main(),3,3,3,0,0,none
exec_Phd_master_flat2_v1_24,Phd_master_flat2_v1,r_Operating(),0,0,0,18,18,none
exec_Phd_master_flat2_v1_24,Phd_master_flat2_v1,r_Disassociating(),0,0,0,20,20,none
exec_Pillbox_1_27,Pillbox_1,r_takeInTimeout(),1,1,0,3,3,none
exec_Pillbox_1_27,Pillbox_1,r_drawerOpened(),1,1,1,3,3,none
exec_Pillbox_1_27,Pillbox_1,r_Main(),16,15,14,3,3,none
exec_Pillbox_1_27,Pillbox_1,r_drawerClosed(),0,0,0,4,4,none
exec_Pillbox_1_27,Pillbox_1,r_timeOutExpired_drawerOpened(),0,0,0,5,5,none
exec_Pillbox_1_27,Pillbox_1,r_pillToBeTaken(),1,1,0,3,3,none
exec_Pillbox_1_27,Pillbox_1,r_timeOutExpired_missedPill(),0,0,0,5,5,none
exec_Pillbox_1_27,Pillbox_1,r_writeToFile(),0,0,0,0,0,none
exec_RailroadGate_30,RailroadGate,r_Main(),2,2,2,4,4,none
exec_RegistroDiCassav4_32,RegistroDiCassav4,r_altraPizzaSelezionata(),1,0,1,1,0,none
exec_RegistroDiCassav4_32,RegistroDiCassav4,r_attendiOrdinazioni(),3,3,3,5,5,none
exec_RegistroDiCassav4_32,RegistroDiCassav4,r_scegliSeAggiungerePizza(),3,3,3,4,4,none
exec_RegistroDiCassav4_32,RegistroDiCassav4,r_Main(),0,0,0,0,0,none
exec_RegistroDiCassav4_32,RegistroDiCassav4,r_pizzaStandardSelezionata(),2,0,1,4,0,none
exec_RegistroDiCassav4_32,RegistroDiCassav4,r_scegliTipoDiPizza(),3,3,3,4,4,none
exec_SiGistica_34,SiGistica,r_pagamento(),1,1,0,1,1,none
exec_SiGistica_34,SiGistica,r_rifornimento(),0,0,0,1,1,none
exec_SiGistica_34,SiGistica,r_info(),1,1,0,1,1,none
exec_SiGistica_34,SiGistica,r_officina(UffLog),3,2,2,2,2,none
exec_SiGistica_34,SiGistica,r_choosePag(),0,0,0,0,0,none
exec_SiGistica_34,SiGistica,r_autista(),0,0,0,1,1,none
exec_SiGistica_34,SiGistica,r_Main(),0,0,0,0,0,none
exec_Stufa_39,Stufa,r_accensione_fiamma(),2,0,1,1,0,none
exec_Stufa_39,Stufa,r_avvio_ventola_fumi(),2,0,1,1,0,none
exec_Stufa_39,Stufa,r_Main(),0,0,0,0,0,none
exec_Stufa_39,Stufa,r_inizio_accensione(),1,0,1,1,0,none
exec_Stufa_39,Stufa,r_diminuisci_timer_pellet(),3,0,3,6,2,none
exec_TrafficLightv2_41,TrafficLightv2,r_green(),2,2,2,5,5,none
exec_TrafficLightv2_41,TrafficLightv2,r_red(),1,1,1,3,3,none
exec_TrafficLightv2_41,TrafficLightv2,r_Main(),0,0,0,0,0,none
exec_TrafficLightv2_41,TrafficLightv2,r_yellow(),1,1,1,3,3,none
exec_TrafficLightv2_41,TrafficLightv2,r_pending(),1,1,1,3,3,none
